geoname;latitud;longitud
3860306;-3.390.623;-6.770.376
3860307;-5.189.471;-6.936.505
3860308;-2.731.437;-6.568.726
3860309;-3.898.333;-64.45
3860310;-3.308.333;-6.591.667
3860311;-4.498.519;-6.965.946
3860312;-3.974.873;-7.039.437
3860313;-4.204.704;-6.914.141
3860314;-3.358.772;-697.623
3860315;-4.725.621;-6.865.758
3860316;-3.372.805;-6.975.828
3860318;-3.901.667;-6.773.333
3860319;-3.872.423;-6.815.284
3860320;-3.980.057;-7.134.382
3860321;-3.183.333;-65
3860322;-3.293.333;-6.568.333
3860323;-3.137.169;-6.066.418
3860324;-33.5;-6.091.667
3860325;-4.106.786;-7.172.359
3860326;-3.136.667;-6.391.667
3860327;-3.066.291;-6.131.885
3860328;-4.061.667;-71.85
3860329;-4.288.373;-647.036
3860330;-3.984.781;-6.972.418
3860331;-4.254.445;-6.526.851
3860332;-2.516.667;-6.823.333
3860333;-5.196.255;-7.013.663
3860334;-4.502.528;-7.143.806
3860335;-48.35;-6.696.667
3860336;-48.3;-6.698.333
3860337;-4.988.333;-7.341.667
3860338;-4.804.228;-7.242.963
3860339;-4.773.333;-72.3
3860340;-4.413.638;-7.171.161
3860341;-4.261.762;-642.157
3860342;-3.207.774;-6.542.033
3860343;-3.289.747;-6.551.978
3860344;-3.207.711;-6.522.986
3860345;-4.368.333;-69.95
3860346;-48.75;-69.3
3860347;-4.328.882;-7.163.868
3860348;-5.363.886;-6.817.745
3860349;-4.863.333;-69.15
3860350;-4.582.754;-7.120.259
3860351;-43.25;-71.75
3860352;-5.362.902;-6.810.867
3860354;-36;-64.5
3860355;-3.600.144;-6.459.703
3860356;-3.141.486;-6.443.264
3860357;-4.280.416;-7.186.677
3860358;-3.983.758;-7.087.664
3860359;-4.006.988;-7.082.987
3860360;-3.883.333;-6.883.333
3860361;-4.683.719;-7.149.063
3860362;-4.128.438;-7.141.413
3860363;-2.858.168;-65.889
3860364;-40.25;-64.25
3860365;-3.359.434;-6.035.428
3860366;-2.660.481;-6.624.739
3860367;-32.1;-6.793.333
3860368;-3.919.497;-6.223.207
3860369;-2.896.667;-6.883.333
3860370;-2.755.288;-6.702.125
3860371;-2.513.789;-6.649.528
3860372;-2.756.667;-65.95
3860373;-3.005.531;-6.430.411
3860374;-2.610.585;-6.649.567
3860375;-255.951;-6.634.645
3860376;-3.191.004;-6.516.299
3860377;-2.749.422;-6.710.121
3860378;-2.698.333;-6.686.667
3860379;-2.512.548;-6.590.648
3860380;-2.447.838;-6.673.969
3860381;-2.924.964;-6.781.877
3860382;-3.227.463;-6.438.575
3860383;-41.5;-67.1
3860384;-2.896.667;-65.6
3860385;-328.061;-6.533.708
3860386;-5.019.603;-7.092.961
3860387;-2.213.333;-6.606.667
3860388;-4.964.605;-7.259.855
3860389;-2.218.333;-66.05
3860390;-4.235.097;-7.128.782
3860391;-5.176.667;-7.166.667
3860392;-5.182.665;-7.162.487
3860393;-437.991;-7.157.052
3860394;-2.281.667;-6.543.333
3860395;-22.5;-65.85
3860396;-22.4;-65.3
3860397;-5.199.057;-698.613
3860398;-4.495.619;-6.640.137
3860400;-2.291.667;-6.548.333
3860401;-22.45;-6.606.667
3860402;-2.238.333;-65.3
3860403;-2.288.333;-65.25
3860404;-22.9;-6.528.333
3860405;-2.238.333;-65.35
3860406;-22.15;-6.601.667
3860407;-3.526.667;-6.306.667
3860408;-2.341.667;-63.3
3860409;-5.073.496;-6.963.217
3860410;-4.779.586;-6.607.854
3860411;-2.995.751;-6.963.021
3860412;-299.408;-6.955.957
3860413;-3.011.769;-694.102
3860414;-2.551.237;-6.469.927
3860415;-24;-6.453.333
3860416;-2.393.333;-64.65
3860417;-2.547.741;-6.496.411
3860418;-2.571.853;-6.700.068
3860419;-2.659.926;-6.094.617
3860420;-2.291.667;-65.1
3860421;-4.455.479;-6.538.311
3860422;-4.423.333;-66.15
3860423;-4.810.247;-7.235.759
3860424;-2.869.631;-6.606.702
3860425;-2.867.109;-653.756
3860426;-2.793.226;-6.360.474
3860427;-2.734.127;-6.559.636
3860428;-3.120.751;-6.492.134
3860429;-2.746.667;-63.25
3860430;-2.473.333;-64.65
3860431;-3.256.009;-652.427
3860432;-2.993.333;-6.728.333
3860433;-2.992.604;-6.719.401
3860434;-4.211.265;-6.690.335
3860435;-4.186.591;-6.693.866
3860436;-421.496;-6.693.964
3860437;-3.791.667;-71.05
3860438;-2.583.493;-6.629.315
3860439;-2.599.342;-6.650.586
3860440;-2.588.333;-66.8
3860441;-2.593.801;-6.652.275
3860442;-4.551.678;-7.166.343
3860443;-4.586.413;-6.749.656
3860444;-4.578.333;-67.45
3860445;-3.532.091;-6.052.163
3860446;-5.391.667;-6.741.667
3860447;-5.034.979;-7.246.963
3860448;-4.373.637;-7.136.411
3860449;-4.735.952;-6.591.099
3860450;-43.7;-7.133.333
3860451;-4.057.768;-673.529
3860452;-457.966;-6.742.329
3860453;-3.924.432;-7.053.306
3860454;-3.023.333;-6.408.333
3860455;-2.891.749;-6.558.497
3860456;-3.262.054;-6.491.097
3860457;-3.118.333;-6.358.333
3860458;-2.822.631;-693.911
3860459;-2.823.874;-6.919.496
3860460;-2.821.667;-6.928.333
3860461;-2.494.287;-6.006.645
3860462;-3.866.667;-62.25
3860463;-3.385.702;-6.800.666
3860464;-33.85;-68
3860465;-54.9;-66
3860466;-4.998.513;-6.891.467
3860467;-3.088.197;-657.855
3860468;-3.346.019;-6.588.443
3860469;-2.683.333;-60.5
3860470;-3.872.807;-6.218.103
3860471;-42.7;-65.8
3860472;-40.95;-7.016.667
3860473;-41.1;-70.1
3860474;-4.050.622;-7.019.872
3860475;-4.102.993;-7.026.784
3860476;-4.093.333;-7.021.667
3860477;-3.703.333;-71.15
3860478;-3.703.598;-7.108.407
3860479;-4.720.744;-7.162.674
3860480;-4.719.601;-7.171.317
3860481;-3.286.273;-6.381.033
3860482;-4.089.392;-7.166.482
3860483;-4.094.409;-7.184.295
3860484;-2.241.504;-6.602.812
3860485;-2.805.848;-6.619.564
3860486;-2.805.992;-6.581.127
3860487;-3.985.653;-6.214.727
3860488;-3.249.335;-688.128
3860489;-3.503.345;-6.965.774
3860490;-2.796.667;-6.786.667
3860491;-2.458.333;-6.318.333
3860492;-2.606.779;-6.836.037
3860493;-2.598.333;-6.771.667
3860494;-2.561.634;-6.750.299
3860495;-2.484.366;-6.692.902
3860496;-3.239.904;-6.708.961
3860497;-2.996.935;-6.710.582
3860498;-2.353.333;-6.576.667
3860499;-3.294.725;-6.907.085
3860500;-2.613.333;-68.4
3860501;-3.038.333;-6.826.667
3860502;-2.601.667;-6.836.667
3860503;-2.998.325;-6.676.979
3860504;-2.756.667;-6.721.667
3860505;-2.487.502;-6.712.873
3860506;-47.3;-7.171.667
3860507;-43.1;-71.2
3860508;-42.55;-7.186.667
3860509;-4.067.807;-6.815.517
3860510;-3.267.551;-6.930.412
3860511;-23.55;-6.513.333
3860512;-2.611.792;-6.746.278
3860513;-2.833.333;-6.603.333
3860514;-2.551.168;-6.741.126
3860515;-4.141.667;-7.061.667
3860517;-3.853.246;-689.331
3860518;-3.586.438;-6.917.396
3860519;-405.893;-7.076.268
3860520;-2.607.328;-6.820.848
3860521;-2.823.333;-6.581.667
3860522;-2.873.333;-6.641.667
3860523;-2.846.667;-68.1
3860524;-25.6;-6.753.333
3860525;-23.65;-6.508.333
3860526;-2.338.333;-6.603.333
3860527;-4.686.413;-717.583
3860528;-3.960.239;-621.028
3860529;-4.694.232;-7.119.201
3860530;-2.288.079;-6.552.967
3860531;-3.161.408;-6.945.234
3860532;-3.415.631;-6.939.557
3860533;-25.85;-65.9
3860534;-3.522.805;-6.987.254
3860535;-2.893.333;-6.563.333
3860536;-228.013;-6.551.206
3860537;-2.966.667;-6.763.333
3860538;-2.558.333;-6.448.333
3860539;-38.75;-64
3860540;-3.103.256;-7.008.536
3860541;-2.918.333;-68.15
3860542;-2.641.206;-6.743.106
3860543;-3.969.719;-6.209.446
3860544;-3.385.731;-696.283
3860545;-3.282.789;-6.970.352
3860546;-3.189.291;-6.975.415
3860547;-3.021.732;-6.679.645
3860548;-2.865.619;-6.828.766
3860549;-2.740.129;-6.761.962
3860550;-2.545.174;-6.527.976
3860551;-2.395.768;-6.492.678
3860552;-2.328.333;-64.2
3860553;-2.306.667;-6.473.333
3860554;-2.246.223;-6.569.629
3860555;-4.537.136;-6.751.229
3860556;-3.000.228;-6.886.655
3860557;-2.292.177;-6.564.677
3860558;-3.064.276;-6.907.086
3860559;-30.95;-67.45
3860560;-2.740.043;-6.642.145
3860561;-2.629.468;-6.632.069
3860562;-47.05;-66.75
3860563;-3.786.667;-66
3860564;-2.441.232;-6.585.986
3860565;-2.901.667;-6.751.667
3860566;-3.191.214;-6.962.484
3860567;-35.45;-6.533.333
3860568;-3.446.806;-6.800.502
3860569;-3.381.667;-6.571.667
3860570;-31.85;-6.781.667
3860571;-4.000.457;-6.957.181
3860572;-3.401.667;-6.983.333
3860573;-30.8;-6.863.333
3860574;-4.738.333;-71.6
3860575;-4.998.333;-7.123.333
3860576;-4.977.807;-7.237.386
3860577;-4.968.333;-72.9
3860578;-4.683.333;-71.95
3860579;-4.542.821;-6.961.712
3860580;-454.058;-6.975.946
3860581;-4.503.114;-6.962.995
3860582;-4.484.746;-7.087.027
3860583;-4.400.841;-7.163.607
3860584;-4.348.871;-7.037.846
3860585;-4.288.333;-7.121.667
3860586;-4.138.333;-7.121.667
3860587;-4.079.645;-7.089.134
3860588;-4.046.607;-7.119.247
3860589;-400.926;-7.140.185
3860590;-3.970.129;-7.127.097
3860591;-395.056;-7.039.582
3860592;-393.456;-7.041.489
3860593;-3.912.237;-7.079.472
3860594;-390.641;-7.122.191
3860595;-3.848.284;-6.995.155
3860596;-3.832.872;-7.081.365
3860597;-3.815.116;-6.190.998
3860598;-3.778.105;-7.062.993
3860599;-3.711.667;-70.3
3860600;-3.669.457;-706.654
3860601;-3.544.801;-6.885.107
3860602;-3.472.207;-6.854.592
3860603;-3.399.041;-6.950.089
3860604;-3.388.333;-6.648.333
3860605;-3.296.217;-698.907
3860606;-3.284.538;-694.374
3860607;-3.266.202;-6.573.695
3860608;-3.254.196;-69.813
3860609;-3.243.986;-6.882.589
3860610;-3.242.655;-6.469.062
3860611;-3.226.571;-6.899.828
3860612;-31.8;-6.733.333
3860613;-3.042.268;-6.780.652
3860614;-3.013.333;-69.05
3860615;-2.998.564;-6.903.024
3860617;-2.986.017;-6.881.734
3860618;-2.970.651;-6.832.961
3860619;-2.918.333;-6.928.333
3860620;-2.908.333;-67.95
3860621;-2.831.824;-6.585.084
3860622;-283.087;-6.951.463
3860623;-2.806.667;-6.591.667
3860624;-2.739.711;-6.798.307
3860625;-2.592.993;-6.709.185
3860626;-25.8;-66.5
3860627;-2.543.794;-6.640.384
3860628;-2.530.568;-6.680.006
3860629;-2.405.558;-6.659.546
3860630;-2.341.667;-65.65
3860631;-2.234.156;-6.560.378
3860632;-2.233.333;-6.493.333
3860633;-4.497.241;-6.573.303
3860634;-4.197.163;-6.739.708
3860635;-3.994.116;-6.943.392
3860636;-3.978.175;-6.990.468
3860637;-3.667.359;-6.774.307
3860638;-3.602.696;-6.876.368
3860639;-3.555.035;-6.959.745
3860640;-2.903.333;-6.538.333
3860641;-3.539.904;-6.899.896
3860642;-3.932.936;-6.886.935
3860643;-28.95;-6.898.333
3860644;-3.677.819;-6.954.348
3860645;-4.085.139;-7.167.875
3860646;-3.661.539;-7.095.618
3860647;-2.938.333;-6.953.333
3860648;-2.528.333;-6.523.333
3860649;-24.95;-6.476.667
3860650;-2.433.333;-6.473.333
3860651;-232.375;-6.518.822
3860652;-3.067.378;-6.910.965
3860653;-28.85;-65.45
3860654;-4.481.883;-6.737.194
3860655;-3.490.424;-6.865.716
3860656;-4.705.063;-7.007.866
3860657;-43.4;-67.4
3860658;-3.277.698;-654.989
3860659;-2.303.055;-6.469.874
3860660;-3.825.986;-6.375.189
3860661;-34.64;-6.879.441
3860662;-4.117.858;-6.576.786
3860663;-4.221.667;-66.3
3860664;-4.058.289;-6.772.265
3860665;-2.558.333;-64.5
3860666;-4.488.264;-6.760.836
3860667;-2.931.667;-6.936.667
3860668;-3.636.667;-68.55
3860669;-3.074.255;-6.757.103
3860670;-23.75;-6.391.667
3860671;-44.7;-6.873.333
3860672;-3.539.625;-6.895.564
3860673;-4.507.021;-7.051.532
3860674;-4.141.667;-7.103.333
3860675;-3.848.333;-7.093.333
3860676;-4.483.304;-682.697
3860677;-4.467.292;-6.994.223
3860678;-4.467.904;-6.734.398
3860679;-5.176.421;-7.093.508
3860680;-515.843;-6.991.623
3860681;-4.602.402;-7.111.936
3860682;-4.379.743;-7.109.296
3860683;-413.217;-6.902.611
3860684;-3.923.925;-704.523
3860685;-2.687.469;-6.713.653
3860686;-2.603.258;-6.745.504
3860687;-29.05;-67.75
3860688;-2.356.667;-6.533.333
3860689;-2.350.228;-656.128
3860690;-3.691.667;-6.758.333
3860691;-28.1;-68.1
3860692;-3.741.347;-6.932.666
3860693;-3.276.667;-6.908.333
3860694;-2.375.065;-6.503.315
3860695;-2.323.673;-6.503.594
3860696;-3.391.667;-6.103.333
3860697;-3.105.292;-6.223.487
3860698;-3.084.206;-6.195.735
3860699;-3.191.638;-6.350.377
3860700;-3.381.176;-6.002.506
3860701;-3.288.817;-6.194.998
3860702;-3.521.522;-6.609.767
3860703;-31.05;-62.35
3860704;-3.266.168;-6.860.925
3860705;-3.123.639;-6.406.858
3860706;-308.225;-6.174.567
3860707;-3.333.307;-680.146
3860708;-304.479;-6.042.922
3860709;-3.543.688;-6.272.542
3860710;-4.558.333;-69
3860711;-3.401.667;-66.15
3860712;-3.763.898;-6.275.768
3860713;-3.406.667;-61.3
3860714;-37.4;-64.2
3860715;-3.370.073;-6.290.718
3860716;-3.160.787;-6.242.732
3860717;-27.1;-6.116.667
3860718;-3.591.667;-61.35
3860719;-3.207.902;-6.398.531
3860720;-3.126.667;-6.281.667
3860721;-3.795.354;-6.234.213
3860722;-3.078.214;-6.191.817
3860723;-3.744.906;-6.311.816
3860724;-3.694.839;-6.011.232
3860725;-379.768;-6.233.169
3860726;-3.611.697;-6.390.267
3860727;-2.691.761;-651.562
3860728;-2.693.077;-6.519.746
3860729;-3.383.333;-6.083.333
3860730;-315.278;-6.272.436
3860731;-3.232.163;-634.921
3860732;-3.029.986;-6.198.351
3860733;-3.127.132;-6.401.677
3860734;-3.162.959;-6.236.585
3860735;-27.15;-6.051.667
3860736;-3.026.667;-6.136.667
3860737;-2.553.487;-6.001.853
3860738;-3.398.333;-61.25
3860739;-3.268.933;-6.854.046
3860740;-3.261.304;-6.213.913
3860741;-2.751.201;-6.552.026
3860742;-3.686.491;-6.008.186
3860743;-3.903.251;-6.258.472
3860744;-2.966.629;-6.186.548
3860745;-3.166.667;-6.331.667
3860746;-3.183.333;-60.3
3860747;-3.263.333;-6.136.667
3860748;-3.552.573;-614.389
3860749;-3.077.268;-6.126.176
3860750;-3.181.667;-61
3860751;-3.081.299;-6.000.846
3860752;-3.574.223;-6.280.365
3860753;-3.124.861;-6.236.222
3860754;-2.652.045;-6.056.389
3860755;-316.858;-6.164.592
3860756;-3.036.667;-6.211.667
3860757;-3.123.746;-6.306.134
3860758;-336.038;-6.910.399
3860759;-312.073;-6.322.353
3860760;-3.637.312;-6.622.771
3860761;-3.401.023;-6.265.491
3860762;-2.585.277;-6.074.739
3860763;-3.053.333;-6.103.333
3860764;-3.631.141;-6.394.376
3860765;-3.006.667;-6.048.333
3860766;-30.445;-60.14
3860767;-253.861;-6.030.321
3860768;-3.903.504;-6.402.729
3860769;-2.757.091;-6.080.617
3860770;-2.595.025;-6.062.575
3860771;-2.698.248;-6.069.768
3860772;-2.796.667;-6.226.667
3860773;-3.973.333;-6.541.667
3860774;-3.091.667;-61.8
3860775;-3.123.598;-640.631
3860776;-30.85;-6.426.667
3860777;-38.05;-6.216.667
3860778;-3.687.917;-6.017.869
3860779;-3.111.667;-6.011.667
3860780;-3.758.492;-6.809.499
3860781;-5.047.917;-727.331
3860782;-4.928.333;-6.788.333
3860783;-36.445;-66.495
3860784;-3.278.357;-6.280.783
3860785;-2.649.964;-6.006.754
3860786;-3.108.333;-6.316.667
3860787;-31;-61.6
3860788;-3.275.114;-6.236.462
3860789;-3.303.333;-6.443.333
3860790;-3.276.667;-6.116.667
3860791;-28.6;-62.95
3860792;-3.038.171;-6.032.937
3860793;-3.052.257;-6.212.735
3860794;-311.792;-6.295.421
3860795;-3.795.795;-6.782.539
3860796;-2.696.667;-60.5
3860797;-3.158.809;-6.007.566
3860798;-3.143.229;-618.412
3860799;-3.788.359;-6.780.341
3860800;-3.158.333;-6.206.667
3860801;-3.101.978;-6.406.519
3860802;-3.114.165;-6.013.193
3860803;-3.483.046;-6.645.417
3860804;-3.609.184;-6.713.208
3860805;-3.346.339;-6.273.197
3860806;-27.35;-6.118.333
3860807;-3.066.786;-6.178.942
3860808;-3.330.084;-6.271.446
3860809;-3.085.451;-6.184.904
3860810;-3.191.011;-6.140.154
3860811;-3.615.152;-6.385.404
3860812;-3.112.884;-6.223.306
3860813;-30.143;-6.191.382
3860814;-3.497.188;-6.767.998
3860815;-3.499.914;-6.765.414
3860816;-3.005.954;-6.210.378
3860817;-3.206.667;-6.391.667
3860818;-3.203.503;-6.386.403
3860819;-3.097.981;-617.429
3860820;-2.696.667;-6.016.667
3860821;-5.388.953;-6.754.994
3860822;-3.383.333;-61
3860823;-39.65;-6.598.333
3860824;-334.785;-6.643.877
3860825;-3.116.667;-6.416.667
3860826;-3.692.284;-6.735.595
3860827;-3.402.474;-6.099.396
3860828;-3.389.512;-611.011
3860829;-2.549.904;-6.641.916
3860830;-2.550.816;-6.638.612
3860831;-2.689.849;-6.510.653
3860832;-39;-6.226.667
3860833;-3.018.721;-6.909.604
3860834;-3.994.806;-7.135.617
3860835;-30.65;-6.951.667
3860836;-3.946.542;-7.078.604
3860837;-3.920.164;-7.136.391
3860838;-3.913.535;-7.130.195
3860839;-3.722.896;-7.068.013
3860840;-5.471.531;-6.434.102
3860841;-5.473.333;-6.431.667
3860842;-5.491.667;-6.581.667
3860843;-3.971.667;-66
3860844;-49.05;-6.878.333
3860845;-2.876.254;-6.008.946
3860846;-3.996.472;-7.116.439
3860847;-3.996.955;-7.120.137
3860848;-4.050.106;-7.054.073
3860849;-4.008.333;-7.016.667
3860850;-4.011.667;-7.073.333
3860851;-3.689.968;-7.085.087
3860852;-2.835.023;-6.571.855
3860853;-2.274.022;-6.696.574
3860854;-31.55;-68.35
3860855;-41;-68.75
3860856;-4.086.667;-6.883.333
3860857;-4.093.333;-69.1
3860858;-40.7;-6.921.667
3860859;-3.796.667;-7.108.333
3860860;-3.466.379;-605.374
3860861;-3.781.667;-70.35
3860862;-3.774.202;-7.021.234
3860863;-3.777.481;-703.811
3860864;-4.044.729;-6.980.408
3860865;-3.991.667;-6.216.667
3860866;-37.377;-6.155.937
3860867;-33.95;-69.9
3860868;-3.692.804;-7.068.481
3860869;-3.628.333;-7.026.667
3860870;-3.916.139;-7.099.901
3860871;-406.333;-7.167.788
3860872;-4.552.965;-6.873.816
3860873;-4.571.667;-6.891.667
3860874;-4.571.667;-6.893.333
3860875;-3.286.449;-603.362
3860876;-2.918.333;-6.956.667
3860877;-3.767.833;-6.036.151
3860878;-4.257.606;-6.909.968
3860879;-3.942.629;-6.266.943
3860880;-3.196.453;-6.338.279
3860881;-3.166.086;-606.009
3860882;-3.152.445;-6.030.119
3860883;-3.172.161;-6.066.298
3860884;-3.165.449;-6.119.446
3860885;-3.206.667;-6.093.333
3860886;-316.333;-606.048
3860887;-228.838;-65.631
3860888;-2.986.985;-6.958.911
3860889;-2.978.707;-6.946.949
3860890;-3.003.498;-6.928.104
3860891;-32.15;-66.8
3860892;-4.073.333;-68.95
3860893;-4.314.156;-6.974.556
3860894;-4.323.855;-699.283
3860895;-2.833.951;-6.633.826
3860896;-3.253.735;-6.820.627
3860897;-2.636.262;-6.595.701
3860898;-5.024.944;-7.151.971
3860899;-4.707.876;-6.932.556
3860900;-4.707.597;-6.932.743
3860901;-4.707.392;-693.364
3860902;-3.613.333;-66.95
3860903;-39.55;-6.728.333
3860904;-238.953;-6.545.537
3860905;-3.881.667;-7.121.667
3860907;-2.498.333;-6.651.667
3860908;-2.496.667;-6.651.667
3860909;-2.762.552;-6.829.772
3860910;-3.515.635;-696.027
3860911;-3.512.999;-6.961.425
3860912;-38.1;-7.011.667
3860913;-3.806.667;-7.016.667
3860914;-4.096.075;-7.135.341
3860915;-421.341;-7.133.507
3860916;-4.545.674;-7.149.704
3860917;-510.851;-6.939.517
3860918;-5.095.494;-691.742
3860919;-36.8;-65.6
3860920;-2.839.266;-6.643.487
3860921;-2.308.333;-65.45
3860922;-2.310.663;-6.546.266
3860923;-4.358.333;-7.158.333
3860924;-3.632.109;-6.967.375
3860925;-3.618.016;-6.975.924
3860926;-36.25;-69.45
3860927;-4.791.667;-72.5
3860928;-4.796.667;-7.246.667
3860929;-2.859.311;-6.343.339
3860930;-2.593.333;-63
3860931;-5.042.323;-696.019
3860932;-2.831.667;-6.413.333
3860933;-3.843.333;-7.098.333
3860934;-384.102;-7.061.109
3860935;-3.842.641;-7.056.638
3860936;-3.842.284;-7.098.132
3860937;-3.847.216;-7.049.828
3860938;-3.847.667;-7.049.095
3860939;-51.626;-6.914.373
3860940;-2.877.345;-663.146
3860941;-4.722.217;-6.886.173
3860942;-4.723.573;-688.554
3860943;-2.976.667;-6.416.667
3860944;-2.736.379;-6.584.128
3860945;-27.3;-6.591.667
3860946;-2.603.145;-6.545.165
3860947;-2.443.642;-6.532.599
3860948;-4.728.333;-7.201.667
3860949;-3.856.667;-6.198.333
3860950;-3.673.838;-6.983.466
3860951;-3.670.961;-6.983.923
3860952;-2.256.667;-6.588.333
3860953;-23;-6.583.333
3860954;-2.274.514;-6.589.693
3860955;-3.890.397;-7.081.417
3860956;-389.038;-708.134
3860957;-3.644.323;-7.042.162
3860958;-3.574.808;-6.725.712
3860959;-3.726.667;-67.3
3860960;-3.847.844;-7.069.544
3860961;-3.691.667;-6.228.333
3860962;-35.7;-6.731.667
3860963;-3.845.517;-707.318
3860964;-3.701.667;-62.2
3860965;-3.886.076;-7.078.557
3860966;-36.95;-6.228.333
3860967;-3.843.945;-7.061.856
3860968;-3.726.667;-6.738.333
3860969;-3.326.102;-6.041.696
3860970;-2.787.829;-6.021.456
3860971;-2.784.445;-6.023.586
3860972;-3.530.539;-6.590.397
3860973;-3.801.306;-6.245.556
3860974;-3.797.464;-6.244.666
3860975;-3.167.006;-6.515.239
3860976;-2.941.422;-6.689.035
3860977;-4.151.667;-7.186.667
3860978;-24.35;-6.593.333
3860979;-3.179.202;-6.849.061
3860980;-3.191.317;-6.837.171
3860981;-23;-6.586.667
3860982;-2.298.333;-65.85
3860983;-23.65;-66.3
3860984;-2.359.631;-6.627.671
3860985;-2.370.718;-6.618.721
3860986;-2.357.307;-6.630.762
3860987;-2.365.013;-6.628.795
3860988;-2.376.294;-6.637.211
3860989;-3.518.864;-7.024.816
3860990;-2.778.333;-6.756.667
3860991;-32.25;-6.948.333
3860992;-3.210.351;-702.599
3860993;-48.6;-6.731.667
3860994;-2.473.865;-6.508.456
3860995;-42.75;-6.563.333
3860996;-338.205;-6.345.215
3860997;-3.917.788;-7.128.787
3860998;-3.152.098;-6.171.923
3860999;-3.145.157;-6.170.632
3861000;-3.803.894;-6.251.928
3861001;-2.761.667;-60.8
3861002;-275.744;-6.413.108
3861003;-2.393.462;-6.353.375
3861004;-2.896.667;-6.283.333
3861005;-37;-6.193.333
3861006;-3.255.537;-6.914.793
3861007;-4.124.717;-7.003.214
3861008;-3.241.667;-6.631.667
3861009;-30.3;-68.2
3861010;-4.776.738;-6.596.196
3861011;-2.599.728;-6.536.584
3861012;-29.9;-6.913.333
3861013;-3.809.013;-6.034.832
3861014;-4.519.521;-7.131.329
3861015;-4.517.529;-7.130.671
3861016;-3.246.142;-6.129.106
3861017;-2.422.707;-653.294
3861018;-3.885.818;-600.518
3861019;-3.886.119;-6.008.122
3861020;-5.451.667;-6.771.667
3861021;-3.261.111;-6.613.123
3861022;-3.236.667;-6.521.667
3861023;-2.555.901;-6.728.889
3861024;-40.4;-68.4
3861025;-3.250.937;-6.102.814
3861026;-4.680.635;-7.090.694
3861027;-4.677.885;-7.075.348
3861028;-4.671.745;-6.949.262
3861029;-4.448.542;-6.528.502
3861030;-3.586.667;-6.856.667
3861031;-4.806.401;-6.849.696
3861032;-3.088.333;-6.598.333
3861033;-439.763;-6.523.379
3861034;-408.567;-653.298
3861035;-3.053.906;-61.206
3861036;-3.843.351;-7.085.763
3861037;-4.619.678;-6.778.053
3861038;-22.45;-6.461.667
3861039;-2.678.333;-65.35
3861040;-26.8;-65.35
3861041;-50.75;-72.35
3861042;-2.830.189;-6.418.031
3861043;-2.744.035;-6.543.435
3861044;-3.421.667;-6.196.667
3861045;-5.378.448;-6.779.735
3861046;-4.751.925;-7.057.402
3861047;-3.518.016;-6.916.518
3861048;-2.826.667;-6.236.667
3861049;-3.420.439;-6.552.414
3861050;-4.260.341;-7.192.342
3861051;-5.190.893;-7.162.217
3861052;-4.091.667;-69.2
3861053;-31.4;-60.95
3861054;-3.911.636;-7.089.046
3861055;-3.905.739;-7.105.958
3861056;-3.893.392;-6.799.032
3861057;-3.307.499;-6.457.817
3861058;-2.831.667;-6.468.333
3861059;-3.230.673;-6.265.214
3861060;-3.655.444;-6.964.029
3861061;-3.882.225;-6.806.293
3861062;-28.8;-6.488.333
3861063;-4.428.333;-69.9
3861064;-2.266.667;-6.471.667
3861065;-3.285.718;-6.924.198
3861066;-4.635.423;-7.060.185
3861067;-3.760.725;-6.541.136
3861068;-5.473.333;-6.806.667
3861069;-3.090.292;-6.265.557
3861070;-32.85;-6.426.667
3861071;-32.85;-6.426.667
3861072;-3.738.618;-6.094.355
3861073;-5.472.298;-6.391.361
3861074;-3.521.016;-6.115.001
3861075;-4.071.667;-6.523.333
3861076;-41.7;-6.961.667
3861077;-3.776.667;-6.601.667
3861078;-2.241.667;-6.596.667
3861079;-235.313;-6.512.608
3861080;-23.35;-6.516.667
3861081;-22.45;-63.9
3861082;-23.25;-6.638.333
3861083;-3.891.667;-6.206.667
3861084;-463.984;-7.025.548
3861085;-361.494;-6.683.601
3861086;-3.613.333;-6.693.333
3861087;-5.095.967;-6.996.596
3861088;-5.027.494;-7.258.436
3861089;-3.094.089;-6.023.018
3861090;-43.65;-68.5
3861091;-3.116.667;-62.75
3861092;-2.208.333;-6.588.333
3861093;-3.683.333;-66.25
3861094;-30.6;-6.898.333
3861095;-2.818.333;-6.748.333
3861096;-3.207.296;-6.869.089
3861097;-2.973.333;-6.768.333
3861098;-29.6;-6.841.667
3861099;-29.3;-68.8
3861100;-2.818.186;-6.768.267
3861101;-3.315.089;-6.793.725
3861102;-3.083.333;-68.95
3861103;-2.846.667;-66.15
3861104;-2.206.667;-6.591.667
3861105;-3.352.897;-6.905.694
3861106;-2.246.667;-65.4
3861107;-2.367.865;-6.553.936
3861108;-3.216.034;-6.921.911
3861109;-29.1;-6.823.333
3861110;-27.95;-6.781.667
3861111;-2.235.967;-6.611.772
3861112;-2.628.333;-6.651.667
3861113;-233.199;-6.490.914
3861114;-3.210.177;-6.985.931
3861115;-241.175;-6.058.098
3861116;-24.762;-6.651.929
3861117;-2.471.667;-66.4
3861118;-2.844.308;-6.856.198
3861119;-2.356.667;-66.2
3861120;-2.796.667;-6.808.333
3861121;-275.202;-6.725.402
3861122;-2.721.934;-6.737.417
3861123;-26.4;-6.668.333
3861124;-2.245.721;-6.606.172
3861125;-2.408.333;-62.3
